UF;Codigo_Infracao;Quantidade
DISTRITO FEDERAL;5800;9
DISTRITO FEDERAL;5819;349
DISTRITO FEDERAL;5827;1
DISTRITO FEDERAL;5835;8
DISTRITO FEDERAL;5843;109
DISTRITO FEDERAL;5851;5
DISTRITO FEDERAL;5860;4
DISTRITO FEDERAL;5878;16
DISTRITO FEDERAL;5908;8
DISTRITO FEDERAL;5924;1
DISTRITO FEDERAL;5959;1
DISTRITO FEDERAL;5967;48
DISTRITO FEDERAL;5975;2
DISTRITO FEDERAL;5991;6
DISTRITO FEDERAL;6025;1
DISTRITO FEDERAL;6033;5
DISTRITO FEDERAL;6041;36
DISTRITO FEDERAL;6050;221
DISTRITO FEDERAL;6068;19
DISTRITO FEDERAL;6076;1
DISTRITO FEDERAL;6084;1
DISTRITO FEDERAL;6122;33
DISTRITO FEDERAL;6173;2
DISTRITO FEDERAL;6270;1
DISTRITO FEDERAL;6440;2
DISTRITO FEDERAL;6491;1
DISTRITO FEDERAL;6530;18
DISTRITO FEDERAL;6580;3
DISTRITO FEDERAL;6599;39
DISTRITO FEDERAL;6602;2
DISTRITO FEDERAL;6610;12
DISTRITO FEDERAL;6637;18
DISTRITO FEDERAL;6645;2
DISTRITO FEDERAL;6653;3
DISTRITO FEDERAL;6670;17
DISTRITO FEDERAL;6700;5
DISTRITO FEDERAL;6726;9
DISTRITO FEDERAL;6750;1
DISTRITO FEDERAL;6769;350
DISTRITO FEDERAL;6785;2
DISTRITO FEDERAL;6858;3
DISTRITO FEDERAL;6866;3
DISTRITO FEDERAL;6912;5
DISTRITO FEDERAL;6920;1
DISTRITO FEDERAL;6980;1
DISTRITO FEDERAL;7030;1
DISTRITO FEDERAL;7056;1
DISTRITO FEDERAL;7064;2
DISTRITO FEDERAL;7099;1
DISTRITO FEDERAL;7218;2
DISTRITO FEDERAL;7234;76
DISTRITO FEDERAL;7242;59
DISTRITO FEDERAL;7277;1
DISTRITO FEDERAL;7285;22
DISTRITO FEDERAL;7315;7
DISTRITO FEDERAL;7340;3
DISTRITO FEDERAL;7358;7
DISTRITO FEDERAL;7366;67
DISTRITO FEDERAL;7455;8728
DISTRITO FEDERAL;7463;426
DISTRITO FEDERAL;7471;43
DISTRITO FEDERAL;7579;110
DISTRITO FEDERAL;7587;56
DISTRITO FEDERAL;7625;5
DISTRITO FEDERAL;7633;500
ESPIRITO SANTO;5010;7
ESPIRITO SANTO;5029;1
ESPIRITO SANTO;5045;1
ESPIRITO SANTO;5118;4
ESPIRITO SANTO;5169;1
ESPIRITO SANTO;5185;11
ESPIRITO SANTO;5193;1
ESPIRITO SANTO;5207;7
ESPIRITO SANTO;5380;4
ESPIRITO SANTO;5398;1
ESPIRITO SANTO;5401;16
ESPIRITO SANTO;5428;3
ESPIRITO SANTO;5444;3
ESPIRITO SANTO;5452;32
ESPIRITO SANTO;5460;5
ESPIRITO SANTO;5479;1
ESPIRITO SANTO;5487;19
ESPIRITO SANTO;5509;46
ESPIRITO SANTO;5525;10
ESPIRITO SANTO;5541;47
ESPIRITO SANTO;5550;22
ESPIRITO SANTO;5568;21
ESPIRITO SANTO;5584;1
ESPIRITO SANTO;5592;4
ESPIRITO SANTO;5622;3
ESPIRITO SANTO;5673;3
ESPIRITO SANTO;5681;6
ESPIRITO SANTO;5720;1
ESPIRITO SANTO;5738;5
ESPIRITO SANTO;5746;130
ESPIRITO SANTO;5819;2
ESPIRITO SANTO;5835;3
ESPIRITO SANTO;5843;1
ESPIRITO SANTO;5967;6
ESPIRITO SANTO;6041;5
ESPIRITO SANTO;6050;38
ESPIRITO SANTO;6068;8
ESPIRITO SANTO;6122;6
ESPIRITO SANTO;6270;2
ESPIRITO SANTO;6491;1
ESPIRITO SANTO;6530;1
ESPIRITO SANTO;6564;3
ESPIRITO SANTO;6580;1
ESPIRITO SANTO;6599;5
ESPIRITO SANTO;6602;1
ESPIRITO SANTO;6637;6
ESPIRITO SANTO;6645;5
ESPIRITO SANTO;6653;1
ESPIRITO SANTO;6688;1
ESPIRITO SANTO;6700;1
ESPIRITO SANTO;6726;2
ESPIRITO SANTO;6750;4
ESPIRITO SANTO;6769;6
ESPIRITO SANTO;6823;4
ESPIRITO SANTO;6912;4
ESPIRITO SANTO;7048;1
ESPIRITO SANTO;7218;1
ESPIRITO SANTO;7242;22
ESPIRITO SANTO;7293;1
ESPIRITO SANTO;7315;1
ESPIRITO SANTO;7340;1
ESPIRITO SANTO;7366;5
ESPIRITO SANTO;7374;2
ESPIRITO SANTO;7455;294
ESPIRITO SANTO;7463;46
ESPIRITO SANTO;7471;2
ESPIRITO SANTO;7579;3
ESPIRITO SANTO;7587;1
ESPIRITO SANTO;7625;2
ESPIRITO SANTO;7633;17
GOIAS;5002;1
GOIAS;5010;3
GOIAS;5045;1
GOIAS;5096;1
GOIAS;5169;1
GOIAS;5185;43
GOIAS;5193;3
GOIAS;5207;12
GOIAS;5223;1
GOIAS;5231;1
GOIAS;5371;1
GOIAS;5380;5
GOIAS;5401;1
GOIAS;5410;2
GOIAS;5428;1
GOIAS;5444;1
GOIAS;5452;13
GOIAS;5479;1
GOIAS;5487;3
GOIAS;5509;5
GOIAS;5525;6
GOIAS;5541;24
GOIAS;5550;45
GOIAS;5568;86
GOIAS;5592;1
GOIAS;5665;5
GOIAS;5673;8
GOIAS;5681;125
GOIAS;5690;1
GOIAS;5703;1
GOIAS;5711;5
GOIAS;5720;1
GOIAS;5738;7
GOIAS;5746;60
GOIAS;5819;21
GOIAS;5835;4
GOIAS;5843;9
GOIAS;5860;1
GOIAS;5878;3
GOIAS;5908;4
GOIAS;5967;6
GOIAS;5975;1
GOIAS;5991;2
GOIAS;6033;1
GOIAS;6041;15
GOIAS;6050;53
GOIAS;6068;1
GOIAS;6122;2
GOIAS;6270;1
GOIAS;6530;2
GOIAS;6564;1
GOIAS;6580;1
GOIAS;6599;5
GOIAS;6610;2
GOIAS;6637;4
GOIAS;6645;8
GOIAS;6653;1
GOIAS;6670;3
GOIAS;6700;2
GOIAS;6726;1
GOIAS;6769;17
GOIAS;6823;4
GOIAS;6858;1
GOIAS;6912;2
GOIAS;7048;1
GOIAS;7218;1
GOIAS;7234;4
GOIAS;7242;24
GOIAS;7277;1
GOIAS;7285;2
GOIAS;7340;3
GOIAS;7358;1
GOIAS;7366;16
GOIAS;7455;586
GOIAS;7463;72
GOIAS;7471;6
GOIAS;7579;1
GOIAS;7587;5
GOIAS;7625;9
GOIAS;7633;23
MARANHAO;5010;5
MARANHAO;5045;1
MARANHAO;5053;1
MARANHAO;5118;1
MARANHAO;5169;3
MARANHAO;5185;13
MARANHAO;5193;1
MARANHAO;5207;1
MARANHAO;5215;1
MARANHAO;5274;3
MARANHAO;5380;2
MARANHAO;5410;1
MARANHAO;5452;7
MARANHAO;5460;3
MARANHAO;5479;7
MARANHAO;5487;14
MARANHAO;5495;1
MARANHAO;5509;5
MARANHAO;5525;1
MARANHAO;5541;16
MARANHAO;5550;19
MARANHAO;5568;3
MARANHAO;5622;1
MARANHAO;5673;2
MARANHAO;5681;4
MARANHAO;5720;1
MARANHAO;5738;16
MARANHAO;5746;8
MARANHAO;5819;2
MARANHAO;5835;3
MARANHAO;5843;1
MARANHAO;5851;1
MARANHAO;6041;5
MARANHAO;6050;31
MARANHAO;6068;8
MARANHAO;6270;1
MARANHAO;6530;1
MARANHAO;6556;2
MARANHAO;6580;1
MARANHAO;6599;1
MARANHAO;6602;1
MARANHAO;6637;1
MARANHAO;6645;2
MARANHAO;6670;1
MARANHAO;6700;1
MARANHAO;6912;4
MARANHAO;6920;1
MARANHAO;6947;1
MARANHAO;7030;7
MARANHAO;7048;9
MARANHAO;7072;1
MARANHAO;7242;5
MARANHAO;7366;4
MARANHAO;7455;79
MARANHAO;7463;11
MARANHAO;7471;4
MARANHAO;7579;16
MARANHAO;7587;2
MARANHAO;7625;3
MARANHAO;7633;14
MATO GROSSO;5002;1
MATO GROSSO;5010;4
MATO GROSSO;5037;1
MATO GROSSO;5045;2
MATO GROSSO;5053;1
MATO GROSSO;5185;64
MATO GROSSO;5193;1
MATO GROSSO;5207;2
MATO GROSSO;5274;1
MATO GROSSO;5371;1
MATO GROSSO;5380;6
MATO GROSSO;5410;1
MATO GROSSO;5428;1
MATO GROSSO;5452;32
MATO GROSSO;5460;2
MATO GROSSO;5487;11
MATO GROSSO;5509;2
MATO GROSSO;5525;1
MATO GROSSO;5541;14
MATO GROSSO;5550;51
MATO GROSSO;5568;19
MATO GROSSO;5665;1
MATO GROSSO;5673;39
MATO GROSSO;5681;12
MATO GROSSO;5690;1
MATO GROSSO;5711;2
MATO GROSSO;5720;2
MATO GROSSO;5738;4
MATO GROSSO;5746;22
MATO GROSSO;5797;1
MATO GROSSO;5819;6
MATO GROSSO;5835;4
MATO GROSSO;5843;1
MATO GROSSO;5878;1
MATO GROSSO;5991;1
MATO GROSSO;6017;1
MATO GROSSO;6041;6
MATO GROSSO;6050;293
MATO GROSSO;6068;5
MATO GROSSO;6084;1
MATO GROSSO;6122;4
MATO GROSSO;6530;3
MATO GROSSO;6556;1
MATO GROSSO;6564;1
MATO GROSSO;6599;7
MATO GROSSO;6602;4
MATO GROSSO;6637;3
MATO GROSSO;6645;3
MATO GROSSO;6653;2
MATO GROSSO;6661;1
MATO GROSSO;6670;1
MATO GROSSO;6700;6
MATO GROSSO;6726;2
MATO GROSSO;6858;1
MATO GROSSO;6912;3
MATO GROSSO;7048;1
MATO GROSSO;7099;1
MATO GROSSO;7234;3
MATO GROSSO;7242;9
MATO GROSSO;7340;17
MATO GROSSO;7358;2
MATO GROSSO;7366;20
MATO GROSSO;7455;864
MATO GROSSO;7463;106
MATO GROSSO;7471;10
MATO GROSSO;7587;3
MATO GROSSO;7625;9
MATO GROSSO;7633;34
MATO GROSSO DO SUL;5010;1
MATO GROSSO DO SUL;5185;27
MATO GROSSO DO SUL;5380;7
MATO GROSSO DO SUL;5398;1
MATO GROSSO DO SUL;5401;1
MATO GROSSO DO SUL;5452;22
MATO GROSSO DO SUL;5487;6
MATO GROSSO DO SUL;5525;9
MATO GROSSO DO SUL;5541;19
MATO GROSSO DO SUL;5550;30
MATO GROSSO DO SUL;5568;27
MATO GROSSO DO SUL;5592;1
MATO GROSSO DO SUL;5614;1
MATO GROSSO DO SUL;5622;1
MATO GROSSO DO SUL;5673;1
MATO GROSSO DO SUL;5681;15
MATO GROSSO DO SUL;5720;1
MATO GROSSO DO SUL;5738;3
MATO GROSSO DO SUL;5746;60
MATO GROSSO DO SUL;5835;1
MATO GROSSO DO SUL;5843;2
MATO GROSSO DO SUL;5967;1
MATO GROSSO DO SUL;6041;2
MATO GROSSO DO SUL;6050;36
MATO GROSSO DO SUL;6068;2
MATO GROSSO DO SUL;6122;1
MATO GROSSO DO SUL;6530;5
MATO GROSSO DO SUL;6564;2
MATO GROSSO DO SUL;6599;1
MATO GROSSO DO SUL;6602;1
MATO GROSSO DO SUL;6670;1
MATO GROSSO DO SUL;6769;1
MATO GROSSO DO SUL;7242;5
MATO GROSSO DO SUL;7366;5
MATO GROSSO DO SUL;7455;168
MATO GROSSO DO SUL;7463;19
MATO GROSSO DO SUL;7471;2
MATO GROSSO DO SUL;7617;1
MATO GROSSO DO SUL;7625;5
MATO GROSSO DO SUL;7633;16
MINAS GERAIS;5002;78
MINAS GERAIS;5010;165
MINAS GERAIS;5029;22
MINAS GERAIS;5037;23
MINAS GERAIS;5045;17
MINAS GERAIS;5053;9
MINAS GERAIS;5061;5
MINAS GERAIS;5070;1
MINAS GERAIS;5096;1
MINAS GERAIS;5118;18
MINAS GERAIS;5126;1
MINAS GERAIS;5134;4
MINAS GERAIS;5142;2
MINAS GERAIS;5169;91
MINAS GERAIS;5185;1116
MINAS GERAIS;5193;50
MINAS GERAIS;5207;128
MINAS GERAIS;5215;31
MINAS GERAIS;5223;1
MINAS GERAIS;5231;11
MINAS GERAIS;5240;2
MINAS GERAIS;5258;7
MINAS GERAIS;5266;1
MINAS GERAIS;5274;50
MINAS GERAIS;5282;2
MINAS GERAIS;5290;1
MINAS GERAIS;5320;1
MINAS GERAIS;5347;5
MINAS GERAIS;5371;7
MINAS GERAIS;5380;119
MINAS GERAIS;5398;17
MINAS GERAIS;5401;39
MINAS GERAIS;5410;30
MINAS GERAIS;5428;10
MINAS GERAIS;5436;2
MINAS GERAIS;5444;13
MINAS GERAIS;5452;1246
MINAS GERAIS;5460;158
MINAS GERAIS;5479;22
MINAS GERAIS;5487;163
MINAS GERAIS;5495;2
MINAS GERAIS;5509;325
MINAS GERAIS;5517;20
MINAS GERAIS;5525;185
MINAS GERAIS;5541;2015
MINAS GERAIS;5550;1880
MINAS GERAIS;5568;1067
MINAS GERAIS;5576;9
MINAS GERAIS;5584;4
MINAS GERAIS;5592;24
MINAS GERAIS;5606;4
MINAS GERAIS;5614;3
MINAS GERAIS;5622;58
MINAS GERAIS;5630;4
MINAS GERAIS;5657;4
MINAS GERAIS;5665;89
MINAS GERAIS;5673;269
MINAS GERAIS;5681;180
MINAS GERAIS;5690;23
MINAS GERAIS;5703;26
MINAS GERAIS;5711;3
MINAS GERAIS;5720;54
MINAS GERAIS;5738;381
MINAS GERAIS;5746;616
MINAS GERAIS;5762;1
MINAS GERAIS;5770;3
MINAS GERAIS;5797;10
MINAS GERAIS;5800;20
MINAS GERAIS;5819;274
MINAS GERAIS;5827;18
MINAS GERAIS;5835;87
MINAS GERAIS;5843;51
MINAS GERAIS;5851;7
MINAS GERAIS;5860;1
MINAS GERAIS;5878;34
MINAS GERAIS;5908;7
MINAS GERAIS;5916;2
MINAS GERAIS;5924;2
MINAS GERAIS;5932;1
MINAS GERAIS;5940;4
MINAS GERAIS;5959;4
MINAS GERAIS;5967;95
MINAS GERAIS;5991;145
MINAS GERAIS;6009;3
MINAS GERAIS;6017;16
MINAS GERAIS;6025;4
MINAS GERAIS;6033;1
MINAS GERAIS;6041;694
MINAS GERAIS;6050;2201
MINAS GERAIS;6068;80
MINAS GERAIS;6076;7
MINAS GERAIS;6084;7
MINAS GERAIS;6122;57
MINAS GERAIS;6130;1
MINAS GERAIS;6173;8
MINAS GERAIS;6181;6
MINAS GERAIS;6270;19
MINAS GERAIS;6319;2
MINAS GERAIS;6327;1
MINAS GERAIS;6360;2
MINAS GERAIS;6394;1
MINAS GERAIS;6408;4
MINAS GERAIS;6432;1
MINAS GERAIS;6440;2
MINAS GERAIS;6467;1
MINAS GERAIS;6483;7
MINAS GERAIS;6491;11
MINAS GERAIS;6530;362
MINAS GERAIS;6556;14
MINAS GERAIS;6564;20
MINAS GERAIS;6580;11
MINAS GERAIS;6599;75
MINAS GERAIS;6602;26
MINAS GERAIS;6610;14
MINAS GERAIS;6629;1
MINAS GERAIS;6637;52
MINAS GERAIS;6645;15
MINAS GERAIS;6653;17
MINAS GERAIS;6670;24
MINAS GERAIS;6688;1
MINAS GERAIS;6700;21
MINAS GERAIS;6726;34
MINAS GERAIS;6750;1
MINAS GERAIS;6769;92
MINAS GERAIS;6785;7
MINAS GERAIS;6807;1
MINAS GERAIS;6815;1
MINAS GERAIS;6823;9
MINAS GERAIS;6858;19
MINAS GERAIS;6866;2
MINAS GERAIS;6912;30
MINAS GERAIS;6920;74
MINAS GERAIS;6947;4
MINAS GERAIS;6971;1
MINAS GERAIS;6980;1
MINAS GERAIS;7030;31
MINAS GERAIS;7048;23
MINAS GERAIS;7056;42
MINAS GERAIS;7064;18
MINAS GERAIS;7072;4
MINAS GERAIS;7099;8
MINAS GERAIS;7153;3
MINAS GERAIS;7170;1
MINAS GERAIS;7196;5
MINAS GERAIS;7218;11
MINAS GERAIS;7234;72
MINAS GERAIS;7242;247
MINAS GERAIS;7277;1
MINAS GERAIS;7293;11
MINAS GERAIS;7315;11
MINAS GERAIS;7340;74
MINAS GERAIS;7358;4
MINAS GERAIS;7366;339
MINAS GERAIS;7374;7
MINAS GERAIS;7455;16353
MINAS GERAIS;7463;2005
MINAS GERAIS;7471;155
MINAS GERAIS;7552;3
MINAS GERAIS;7579;26
MINAS GERAIS;7587;319
MINAS GERAIS;7617;3
MINAS GERAIS;7625;365
MINAS GERAIS;7633;1357
PARA;5010;2
PARA;5045;1
PARA;5061;1
PARA;5169;2
PARA;5185;27
PARA;5207;3
PARA;5215;2
PARA;5240;1
PARA;5380;3
PARA;5401;1
PARA;5410;3
PARA;5452;12
PARA;5479;1
PARA;5487;13
PARA;5495;1
PARA;5509;3
PARA;5525;2
PARA;5541;13
PARA;5550;28
PARA;5568;5
PARA;5592;1
PARA;5622;1
PARA;5673;4
PARA;5681;23
PARA;5738;6
PARA;5746;14
PARA;5800;1
PARA;5819;8
PARA;5835;9
PARA;5959;1
PARA;6017;2
PARA;6033;1
PARA;6041;5
PARA;6050;174
PARA;6068;1
PARA;6122;1
PARA;6530;2
PARA;6599;4
PARA;6866;2
PARA;6912;3
PARA;7030;8
PARA;7048;11
PARA;7064;1
PARA;7072;1
PARA;7242;3
PARA;7340;1
PARA;7366;7
PARA;7455;217
PARA;7463;35
PARA;7471;6
PARA;7552;9
PARA;7579;1
PARA;7625;6
PARA;7633;10
PARAIBA;5010;2
PARAIBA;5185;466
PARAIBA;5193;20
PARAIBA;5207;5
PARAIBA;5215;3
PARAIBA;5380;14
PARAIBA;5401;6
PARAIBA;5410;2
PARAIBA;5444;16
PARAIBA;5452;514
PARAIBA;5460;25
PARAIBA;5479;14
PARAIBA;5487;156
PARAIBA;5509;56
PARAIBA;5525;1
PARAIBA;5541;353
PARAIBA;5550;713
PARAIBA;5568;131
PARAIBA;5622;9
PARAIBA;5657;1
PARAIBA;5665;2
PARAIBA;5673;587
PARAIBA;5681;21
PARAIBA;5720;1
PARAIBA;5738;49
PARAIBA;5746;10
PARAIBA;5762;7
PARAIBA;5819;55
PARAIBA;5827;1
PARAIBA;5835;250
PARAIBA;5843;2
PARAIBA;5991;6
PARAIBA;6017;16
PARAIBA;6025;1
PARAIBA;6041;19
PARAIBA;6050;1154
PARAIBA;6068;9
PARAIBA;6122;22
PARAIBA;6130;4
PARAIBA;6173;2
PARAIBA;6270;1
PARAIBA;6491;1
PARAIBA;6530;4
PARAIBA;6564;8
PARAIBA;6637;1
PARAIBA;6645;1
PARAIBA;6700;1
PARAIBA;6769;3
PARAIBA;6823;1
PARAIBA;6858;11
PARAIBA;6866;2
PARAIBA;6947;1
PARAIBA;7030;137
PARAIBA;7048;118
PARAIBA;7064;28
PARAIBA;7072;15
PARAIBA;7099;2
PARAIBA;7110;1
PARAIBA;7234;10
