UF;Codigo da Infracao;Quantidade
MINAS GERAIS;5134;25
PARANA;5134;2
PERNAMBUCO;5134;1
RIO DE JANEIRO;5134;1
RONDONIA;5134;2
SAO PAULO;5134;16
ALAGOAS;5142;1
BAHIA;5142;3
CEARA;5142;4
DISTRITO FEDERAL;5142;2
MATO GROSSO;5142;1
MATO GROSSO DO SUL;5142;2
MINAS GERAIS;5142;55
PARA;5142;1
PARANA;5142;10
RIO DE JANEIRO;5142;3
SANTA CATARINA;5142;1
SAO PAULO;5142;133
RIO DE JANEIRO;5150;1
SAO PAULO;5150;5
BAHIA;5169;26
CEARA;5169;1
DISTRITO FEDERAL;5169;15
ESPIRITO SANTO;5169;2
GOIAS;5169;8
MARANHAO;5169;1
MATO GROSSO;5169;6
MATO GROSSO DO SUL;5169;7
MINAS GERAIS;5169;482
PARAIBA;5169;2
PARANA;5169;23
PERNAMBUCO;5169;3
RIO DE JANEIRO;5169;4
RIO GRANDE DO NORTE;5169;1
RIO GRANDE DO SUL;5169;3
RONDONIA;5169;3
SANTA CATARINA;5169;6
SAO PAULO;5169;482
SERGIPE;5169;1
TOCANTINS;5169;6
ESPIRITO SANTO;5177;1
MATO GROSSO DO SUL;5177;1
MINAS GERAIS;5177;6
SANTA CATARINA;5177;1
SAO PAULO;5177;17
ACRE;5185;1
ALAGOAS;5185;19
AMAZONAS;5185;11
AMAPA;5185;5
BAHIA;5185;625
CEARA;5185;19
DISTRITO FEDERAL;5185;166
ESPIRITO SANTO;5185;55
GOIAS;5185;154
MARANHAO;5185;12
MATO GROSSO;5185;64
MATO GROSSO DO SUL;5185;122
MINAS GERAIS;5185;3532
PARA;5185;471
PARAIBA;5185;70
PARANA;5185;398
PERNAMBUCO;5185;66
PIAUI;5185;79
RIO DE JANEIRO;5185;138
RIO GRANDE DO NORTE;5185;423
RIO GRANDE DO SUL;5185;130
RONDONIA;5185;422
RORAIMA;5185;3
SANTA CATARINA;5185;222
SAO PAULO;5185;14237
SERGIPE;5185;39
TOCANTINS;5185;895
ALAGOAS;5193;1
AMAZONAS;5193;2
BAHIA;5193;96
CEARA;5193;2
DISTRITO FEDERAL;5193;6
ESPIRITO SANTO;5193;4
GOIAS;5193;6
MATO GROSSO DO SUL;5193;7
MINAS GERAIS;5193;260
PARA;5193;58
PARAIBA;5193;7
PARANA;5193;15
PERNAMBUCO;5193;2
PIAUI;5193;1
RIO DE JANEIRO;5193;8
RIO GRANDE DO NORTE;5193;12
RIO GRANDE DO SUL;5193;6
RONDONIA;5193;21
SANTA CATARINA;5193;7
SAO PAULO;5193;482
SERGIPE;5193;7
TOCANTINS;5193;28
ALAGOAS;5207;4
BAHIA;5207;96
CEARA;5207;5
DISTRITO FEDERAL;5207;38
ESPIRITO SANTO;5207;2
GOIAS;5207;28
MARANHAO;5207;3
MATO GROSSO;5207;1
MATO GROSSO DO SUL;5207;15
MINAS GERAIS;5207;657
PARA;5207;29
PARAIBA;5207;7
PARANA;5207;33
PERNAMBUCO;5207;7
PIAUI;5207;10
RIO DE JANEIRO;5207;9
RIO GRANDE DO NORTE;5207;18
RIO GRANDE DO SUL;5207;6
RONDONIA;5207;14
RORAIMA;5207;1
SANTA CATARINA;5207;13
SAO PAULO;5207;2577
SERGIPE;5207;8
TOCANTINS;5207;55
BAHIA;5215;3
CEARA;5215;1
DISTRITO FEDERAL;5215;2
ESPIRITO SANTO;5215;3
GOIAS;5215;2
MATO GROSSO;5215;1
MINAS GERAIS;5215;145
PARA;5215;15
PARANA;5215;1
PERNAMBUCO;5215;1
PIAUI;5215;2
RIO DE JANEIRO;5215;2
RIO GRANDE DO NORTE;5215;1
RONDONIA;5215;1
SAO PAULO;5215;132
TOCANTINS;5215;4
MINAS GERAIS;5223;6
RIO DE JANEIRO;5223;1
SAO PAULO;5223;4
DISTRITO FEDERAL;5231;3
ESPIRITO SANTO;5231;1
GOIAS;5231;1
MATO GROSSO DO SUL;5231;1
MINAS GERAIS;5231;22
PARA;5231;1
RIO DE JANEIRO;5231;1
RIO GRANDE DO NORTE;5231;1
RONDONIA;5231;1
SANTA CATARINA;5231;1
SAO PAULO;5231;78
MINAS GERAIS;5240;1
PARANA;5240;1
SAO PAULO;5240;8
DISTRITO FEDERAL;5258;1
MINAS GERAIS;5258;12
SAO PAULO;5258;44
MINAS GERAIS;5266;6
RIO DE JANEIRO;5266;1
SAO PAULO;5266;43
BAHIA;5274;9
CEARA;5274;1
DISTRITO FEDERAL;5274;4
GOIAS;5274;3
MATO GROSSO;5274;1
MINAS GERAIS;5274;198
PARA;5274;30
PARANA;5274;2
RIO DE JANEIRO;5274;3
RIO GRANDE DO SUL;5274;1
SANTA CATARINA;5274;1
SAO PAULO;5274;60
TOCANTINS;5274;10
BAHIA;5282;2
MINAS GERAIS;5282;20
TOCANTINS;5282;1
MINAS GERAIS;5290;4
SAO PAULO;5290;1
BAHIA;5304;1
ESPIRITO SANTO;5304;1
MINAS GERAIS;5304;8
SAO PAULO;5304;1
BAHIA;5320;2
MINAS GERAIS;5320;9
MINAS GERAIS;5339;1
BAHIA;5347;1
MINAS GERAIS;5347;11
SAO PAULO;5347;4
DISTRITO FEDERAL;5355;1
PARA;5363;2
GOIAS;5371;1
MATO GROSSO;5371;1
MINAS GERAIS;5371;15
PARA;5371;2
PARANA;5371;1
SANTA CATARINA;5371;1
SAO PAULO;5371;19
TOCANTINS;5371;1
ACRE;5380;1
AMAZONAS;5380;1
AMAPA;5380;1
BAHIA;5380;11
CEARA;5380;21
DISTRITO FEDERAL;5380;9
GOIAS;5380;2
MARANHAO;5380;5
MATO GROSSO;5380;2
MATO GROSSO DO SUL;5380;2
MINAS GERAIS;5380;267
PARA;5380;462
PARAIBA;5380;21
PARANA;5380;3
PERNAMBUCO;5380;6
PIAUI;5380;1
RIO DE JANEIRO;5380;5
RIO GRANDE DO NORTE;5380;116
RONDONIA;5380;150
RORAIMA;5380;1
SANTA CATARINA;5380;3
SAO PAULO;5380;570
SERGIPE;5380;2
TOCANTINS;5380;10
ESPIRITO SANTO;5398;1
MATO GROSSO;5398;1
MINAS GERAIS;5398;33
PARA;5398;4
RIO DE JANEIRO;5398;1
RIO GRANDE DO NORTE;5398;1
RONDONIA;5398;1
SAO PAULO;5398;22
BAHIA;5401;4
CEARA;5401;1
ESPIRITO SANTO;5401;1
GOIAS;5401;1
MINAS GERAIS;5401;47
PARA;5401;54
PARAIBA;5401;12
PERNAMBUCO;5401;6
PIAUI;5401;3
RIO DE JANEIRO;5401;3
RIO GRANDE DO NORTE;5401;95
RONDONIA;5401;20
SAO PAULO;5401;80
SERGIPE;5401;7
ALAGOAS;5410;1
AMAZONAS;5410;2
BAHIA;5410;5
CEARA;5410;5
DISTRITO FEDERAL;5410;10
GOIAS;5410;4
MARANHAO;5410;1
MATO GROSSO DO SUL;5410;2
MINAS GERAIS;5410;66
PARA;5410;268
PARAIBA;5410;2
PERNAMBUCO;5410;2
RIO DE JANEIRO;5410;2
RIO GRANDE DO NORTE;5410;78
RONDONIA;5410;6
RORAIMA;5410;1
SANTA CATARINA;5410;2
SAO PAULO;5410;82
SERGIPE;5410;1
TOCANTINS;5410;19
ALAGOAS;5428;1
AMAPA;5428;1
BAHIA;5428;25
DISTRITO FEDERAL;5428;10
ESPIRITO SANTO;5428;4
GOIAS;5428;14
MATO GROSSO;5428;7
MATO GROSSO DO SUL;5428;11
MINAS GERAIS;5428;54
PARAIBA;5428;1
PARANA;5428;15
PERNAMBUCO;5428;11
RIO DE JANEIRO;5428;6
RIO GRANDE DO SUL;5428;4
RONDONIA;5428;1
SANTA CATARINA;5428;15
SAO PAULO;5428;67
MINAS GERAIS;5436;10
SAO PAULO;5436;16
TOCANTINS;5436;6
ALAGOAS;5444;1
BAHIA;5444;61
CEARA;5444;2
DISTRITO FEDERAL;5444;11
ESPIRITO SANTO;5444;4
GOIAS;5444;7
MARANHAO;5444;3
MATO GROSSO;5444;5
MATO GROSSO DO SUL;5444;2
MINAS GERAIS;5444;41
PARAIBA;5444;1
PARANA;5444;18
PERNAMBUCO;5444;3
PIAUI;5444;2
RIO DE JANEIRO;5444;4
RIO GRANDE DO SUL;5444;5
RORAIMA;5444;1
SANTA CATARINA;5444;6
SAO PAULO;5444;139
SERGIPE;5444;1
TOCANTINS;5444;1
ACRE;5452;1
ALAGOAS;5452;4
AMAZONAS;5452;7
AMAPA;5452;7
BAHIA;5452;27
CEARA;5452;66
DISTRITO FEDERAL;5452;20
ESPIRITO SANTO;5452;17
GOIAS;5452;26
MARANHAO;5452;26
MATO GROSSO;5452;10
MATO GROSSO DO SUL;5452;3
MINAS GERAIS;5452;1796
PARA;5452;2706
PARAIBA;5452;73
PARANA;5452;60
PERNAMBUCO;5452;31
PIAUI;5452;46
RIO DE JANEIRO;5452;36
RIO GRANDE DO NORTE;5452;912
RIO GRANDE DO SUL;5452;11
RONDONIA;5452;55
RORAIMA;5452;1
SANTA CATARINA;5452;16
SAO PAULO;5452;4012
SERGIPE;5452;34
TOCANTINS;5452;173
ALAGOAS;5460;1
AMAPA;5460;1
BAHIA;5460;10
CEARA;5460;5
DISTRITO FEDERAL;5460;4
ESPIRITO SANTO;5460;2
GOIAS;5460;4
MATO GROSSO;5460;3
MATO GROSSO DO SUL;5460;1
MINAS GERAIS;5460;311
PARA;5460;37
PARAIBA;5460;6
PARANA;5460;4
PERNAMBUCO;5460;2
PIAUI;5460;1
RIO DE JANEIRO;5460;3
RIO GRANDE DO NORTE;5460;118
RIO GRANDE DO SUL;5460;8
RONDONIA;5460;1
SANTA CATARINA;5460;4
SAO PAULO;5460;645
SERGIPE;5460;1
TOCANTINS;5460;12
ALAGOAS;5479;1
AMAPA;5479;1
BAHIA;5479;6
CEARA;5479;9
DISTRITO FEDERAL;5479;8
GOIAS;5479;1
MARANHAO;5479;1
MATO GROSSO;5479;1
MINAS GERAIS;5479;51
PARA;5479;21
PARAIBA;5479;10
PERNAMBUCO;5479;2
PIAUI;5479;11
RIO DE JANEIRO;5479;4
RIO GRANDE DO NORTE;5479;157
RONDONIA;5479;10
SAO PAULO;5479;33
SERGIPE;5479;5
TOCANTINS;5479;15
ACRE;5487;1
ALAGOAS;5487;4
AMAZONAS;5487;1
AMAPA;5487;6
BAHIA;5487;28
CEARA;5487;11
DISTRITO FEDERAL;5487;15
ESPIRITO SANTO;5487;2
GOIAS;5487;11
MARANHAO;5487;13
MATO GROSSO;5487;5
MATO GROSSO DO SUL;5487;1
MINAS GERAIS;5487;405
PARA;5487;1727
PARAIBA;5487;114
PARANA;5487;20
PERNAMBUCO;5487;62
PIAUI;5487;3
RIO DE JANEIRO;5487;7
RIO GRANDE DO NORTE;5487;209
RIO GRANDE DO SUL;5487;10
RONDONIA;5487;89
SANTA CATARINA;5487;11
SAO PAULO;5487;419
SERGIPE;5487;2
TOCANTINS;5487;11
CEARA;5495;1
GOIAS;5495;1
MINAS GERAIS;5495;11
PARA;5495;12
PARAIBA;5495;1
SAO PAULO;5495;28
TOCANTINS;5495;2
AMAPA;5509;1
BAHIA;5509;3
CEARA;5509;1
DISTRITO FEDERAL;5509;3
ESPIRITO SANTO;5509;1
GOIAS;5509;8
MARANHAO;5509;4
MATO GROSSO;5509;2
MATO GROSSO DO SUL;5509;1
MINAS GERAIS;5509;590
PARA;5509;246
PARAIBA;5509;13
PARANA;5509;6
PERNAMBUCO;5509;1
PIAUI;5509;5
RIO DE JANEIRO;5509;8
RIO GRANDE DO NORTE;5509;15
RIO GRANDE DO SUL;5509;4
RONDONIA;5509;32
SANTA CATARINA;5509;3
SAO PAULO;5509;289
SERGIPE;5509;5
TOCANTINS;5509;9
MINAS GERAIS;5517;21
PARA;5517;1
SAO PAULO;5517;21
ALAGOAS;5525;1
BAHIA;5525;15
CEARA;5525;3
DISTRITO FEDERAL;5525;8
ESPIRITO SANTO;5525;2
GOIAS;5525;7
MATO GROSSO;5525;1
MATO GROSSO DO SUL;5525;2
MINAS GERAIS;5525;404
PARA;5525;11
PARAIBA;5525;1
PARANA;5525;4
PERNAMBUCO;5525;4
PIAUI;5525;2
RIO DE JANEIRO;5525;9
RIO GRANDE DO NORTE;5525;53
RIO GRANDE DO SUL;5525;1
RONDONIA;5525;5
SANTA CATARINA;5525;2
SAO PAULO;5525;755
SERGIPE;5525;6
MINAS GERAIS;5533;1
SAO PAULO;5533;1
ALAGOAS;5541;5
AMAZONAS;5541;4
AMAPA;5541;2
BAHIA;5541;146
CEARA;5541;106
DISTRITO FEDERAL;5541;21
ESPIRITO SANTO;5541;22
GOIAS;5541;30
MARANHAO;5541;11
MATO GROSSO;5541;20
MATO GROSSO DO SUL;5541;11
MINAS GERAIS;5541;4099
PARA;5541;233
PARAIBA;5541;77
PARANA;5541;234
PERNAMBUCO;5541;27
PIAUI;5541;7
RIO DE JANEIRO;5541;74
RIO GRANDE DO NORTE;5541;341
RIO GRANDE DO SUL;5541;29
RONDONIA;5541;31
SANTA CATARINA;5541;26
SAO PAULO;5541;15275
SERGIPE;5541;16
TOCANTINS;5541;59
ACRE;5550;3
ALAGOAS;5550;4
AMAZONAS;5550;8
AMAPA;5550;9
BAHIA;5550;37
CEARA;5550;76
DISTRITO FEDERAL;5550;24
ESPIRITO SANTO;5550;8
GOIAS;5550;36
MARANHAO;5550;12
MATO GROSSO;5550;27
MATO GROSSO DO SUL;5550;14
MINAS GERAIS;5550;2216
PARA;5550;1707
PARAIBA;5550;156
PARANA;5550;58
PERNAMBUCO;5550;31
PIAUI;5550;119
RIO DE JANEIRO;5550;28
RIO GRANDE DO NORTE;5550;487
RIO GRANDE DO SUL;5550;13
RONDONIA;5550;75
RORAIMA;5550;1
SANTA CATARINA;5550;33
SAO PAULO;5550;3539
SERGIPE;5550;32
TOCANTINS;5550;84
ALAGOAS;5568;1
AMAPA;5568;2
BAHIA;5568;14
CEARA;5568;6
DISTRITO FEDERAL;5568;19
ESPIRITO SANTO;5568;17
GOIAS;5568;29
MARANHAO;5568;8
MATO GROSSO;5568;19
MATO GROSSO DO SUL;5568;17
MINAS GERAIS;5568;2116
PARA;5568;675
PARAIBA;5568;19
PARANA;5568;70
PERNAMBUCO;5568;18
PIAUI;5568;2
RIO DE JANEIRO;5568;27
RIO GRANDE DO NORTE;5568;85
RIO GRANDE DO SUL;5568;18
RONDONIA;5568;49
RORAIMA;5568;1
SANTA CATARINA;5568;45
SAO PAULO;5568;2419
SERGIPE;5568;6
TOCANTINS;5568;57
BAHIA;5576;1
DISTRITO FEDERAL;5576;1
MINAS GERAIS;5576;16
PARA;5576;1
PARAIBA;5576;1
PARANA;5576;1
SAO PAULO;5576;25
MINAS GERAIS;5584;6
PARANA;5584;1
SAO PAULO;5584;11
TOCANTINS;5584;4
AMAZONAS;5592;2
CEARA;5592;2
DISTRITO FEDERAL;5592;1
ESPIRITO SANTO;5592;1
GOIAS;5592;3
MARANHAO;5592;1
MINAS GERAIS;5592;63
PARA;5592;161
PARAIBA;5592;1
PARANA;5592;1
PERNAMBUCO;5592;1
PIAUI;5592;1
RIO GRANDE DO NORTE;5592;10
RIO GRANDE DO SUL;5592;1
RONDONIA;5592;7
SAO PAULO;5592;190
SERGIPE;5592;11
TOCANTINS;5592;6
MINAS GERAIS;5606;26
SAO PAULO;5606;3
ALAGOAS;5614;1
AMAZONAS;5614;1
BAHIA;5614;1
DISTRITO FEDERAL;5614;2
ESPIRITO SANTO;5614;1
GOIAS;5614;8
MATO GROSSO;5614;1
MATO GROSSO DO SUL;5614;1
MINAS GERAIS;5614;24
PARANA;5614;6
RIO DE JANEIRO;5614;2
RIO GRANDE DO NORTE;5614;2
RIO GRANDE DO SUL;5614;4
RONDONIA;5614;1
SANTA CATARINA;5614;4
SAO PAULO;5614;41
BAHIA;5622;2
CEARA;5622;8
DISTRITO FEDERAL;5622;2
MARANHAO;5622;1
MINAS GERAIS;5622;126
PARA;5622;41
PARAIBA;5622;6
PARANA;5622;3
RIO DE JANEIRO;5622;3
RIO GRANDE DO NORTE;5622;70
RIO GRANDE DO SUL;5622;1
RONDONIA;5622;3
SANTA CATARINA;5622;2
SAO PAULO;5622;256
SERGIPE;5622;1
TOCANTINS;5622;4
BAHIA;5630;1
CEARA;5630;21
DISTRITO FEDERAL;5630;1
GOIAS;5630;1
MINAS GERAIS;5630;33
PARA;5630;29
RIO GRANDE DO NORTE;5630;3
RONDONIA;5630;1
RORAIMA;5630;1
SAO PAULO;5630;85
TOCANTINS;5630;9
MINAS GERAIS;5649;1
RIO GRANDE DO SUL;5649;1
BAHIA;5657;1
DISTRITO FEDERAL;5657;1
GOIAS;5657;1
MINAS GERAIS;5657;28
SAO PAULO;5657;12
AMAPA;5665;1
CEARA;5665;12
GOIAS;5665;1
MINAS GERAIS;5665;181
PARAIBA;5665;1
PARANA;5665;6
PERNAMBUCO;5665;1
PIAUI;5665;3
RIO DE JANEIRO;5665;2
RIO GRANDE DO NORTE;5665;3
RONDONIA;5665;1
SANTA CATARINA;5665;1
SAO PAULO;5665;225
ALAGOAS;5673;1
AMAPA;5673;1
BAHIA;5673;11
CEARA;5673;74
DISTRITO FEDERAL;5673;6
GOIAS;5673;8
MARANHAO;5673;5
MATO GROSSO;5673;5
MATO GROSSO DO SUL;5673;7
MINAS GERAIS;5673;846
PARA;5673;783
PARAIBA;5673;5
PARANA;5673;47
PERNAMBUCO;5673;4
PIAUI;5673;1
RIO DE JANEIRO;5673;15
RIO GRANDE DO NORTE;5673;23
RIO GRANDE DO SUL;5673;4
RONDONIA;5673;5
RORAIMA;5673;2
SANTA CATARINA;5673;10
SAO PAULO;5673;2058
SERGIPE;5673;1
TOCANTINS;5673;67
ACRE;5681;1
AMAZONAS;5681;27
AMAPA;5681;26
BAHIA;5681;17
CEARA;5681;15
DISTRITO FEDERAL;5681;1032
GOIAS;5681;79
MARANHAO;5681;38
MATO GROSSO;5681;14
MATO GROSSO DO SUL;5681;3
MINAS GERAIS;5681;353
PARA;5681;4891
PARAIBA;5681;35
PARANA;5681;6
PERNAMBUCO;5681;15
PIAUI;5681;13
RIO DE JANEIRO;5681;16
RIO GRANDE DO NORTE;5681;282
RIO GRANDE DO SUL;5681;12
RONDONIA;5681;3
RORAIMA;5681;1
SANTA CATARINA;5681;14
SAO PAULO;5681;95
SERGIPE;5681;5
TOCANTINS;5681;16
CEARA;5690;1
DISTRITO FEDERAL;5690;33
GOIAS;5690;1
MINAS GERAIS;5690;1
PARA;5690;26
PARAIBA;5690;1
PARANA;5690;1
RIO GRANDE DO NORTE;5690;3
SAO PAULO;5690;2
ACRE;5703;2
ALAGOAS;5703;2
AMAZONAS;5703;1
BAHIA;5703;31
CEARA;5703;4
DISTRITO FEDERAL;5703;18
ESPIRITO SANTO;5703;30
GOIAS;5703;79
MATO GROSSO;5703;26
MATO GROSSO DO SUL;5703;62
MINAS GERAIS;5703;350
PARA;5703;12
PARANA;5703;244
PERNAMBUCO;5703;9
PIAUI;5703;6
RIO DE JANEIRO;5703;41
RIO GRANDE DO NORTE;5703;4
RIO GRANDE DO SUL;5703;70
RONDONIA;5703;8
RORAIMA;5703;2
SANTA CATARINA;5703;171
SAO PAULO;5703;841
SERGIPE;5703;4
TOCANTINS;5703;115
BAHIA;5711;10
CEARA;5711;3
DISTRITO FEDERAL;5711;19
ESPIRITO SANTO;5711;21
GOIAS;5711;43
MATO GROSSO;5711;16
MATO GROSSO DO SUL;5711;26
MINAS GERAIS;5711;136
PARA;5711;3
PARANA;5711;168
PERNAMBUCO;5711;7
PIAUI;5711;3
RIO DE JANEIRO;5711;12
RIO GRANDE DO NORTE;5711;1
RIO GRANDE DO SUL;5711;74
RONDONIA;5711;3
SANTA CATARINA;5711;148
SAO PAULO;5711;363
SERGIPE;5711;1
TOCANTINS;5711;2
ALAGOAS;5720;1
BAHIA;5720;14
CEARA;5720;5
DISTRITO FEDERAL;5720;1
GOIAS;5720;3
MATO GROSSO;5720;3
MATO GROSSO DO SUL;5720;3
MINAS GERAIS;5720;114
PARA;5720;7
PARANA;5720;12
PERNAMBUCO;5720;3
PIAUI;5720;1
RIO DE JANEIRO;5720;3
RIO GRANDE DO NORTE;5720;39
RIO GRANDE DO SUL;5720;2
RONDONIA;5720;4
SANTA CATARINA;5720;1
SAO PAULO;5720;153
SERGIPE;5720;10
TOCANTINS;5720;6
ALAGOAS;5738;1
AMAZONAS;5738;2
BAHIA;5738;127
CEARA;5738;26
DISTRITO FEDERAL;5738;12
ESPIRITO SANTO;5738;2
GOIAS;5738;8
MARANHAO;5738;1
MATO GROSSO;5738;5
MINAS GERAIS;5738;767
PARA;5738;268
PARAIBA;5738;32
PARANA;5738;12
PERNAMBUCO;5738;14
PIAUI;5738;9
RIO DE JANEIRO;5738;6
RIO GRANDE DO NORTE;5738;285
RIO GRANDE DO SUL;5738;4
RONDONIA;5738;59
RORAIMA;5738;2
SANTA CATARINA;5738;5
SAO PAULO;5738;1526
SERGIPE;5738;26
TOCANTINS;5738;53
ALAGOAS;5746;2
AMAZONAS;5746;2
AMAPA;5746;1
BAHIA;5746;40
CEARA;5746;16
DISTRITO FEDERAL;5746;9
ESPIRITO SANTO;5746;34
GOIAS;5746;36
MARANHAO;5746;3
MATO GROSSO;5746;21
MATO GROSSO DO SUL;5746;58
MINAS GERAIS;5746;272
PARA;5746;38
PARAIBA;5746;21
PARANA;5746;293
PERNAMBUCO;5746;32
PIAUI;5746;4
RIO DE JANEIRO;5746;61
RIO GRANDE DO NORTE;5746;116
RIO GRANDE DO SUL;5746;100
RONDONIA;5746;6
SANTA CATARINA;5746;203
SAO PAULO;5746;3074
SERGIPE;5746;7
TOCANTINS;5746;5
MINAS GERAIS;5762;5
RIO GRANDE DO NORTE;5762;1
SAO PAULO;5762;2
BAHIA;5770;2
DISTRITO FEDERAL;5770;2
GOIAS;5770;1
MARANHAO;5770;1
MINAS GERAIS;5770;9
PARA;5770;1
PARANA;5770;2
PERNAMBUCO;5770;1
RIO DE JANEIRO;5770;1
RIO GRANDE DO SUL;5770;1
RONDONIA;5770;1
SANTA CATARINA;5770;1
SAO PAULO;5770;7
MINAS GERAIS;5789;1
SAO PAULO;5789;1
BAHIA;5797;19
CEARA;5797;1
DISTRITO FEDERAL;5797;3
ESPIRITO SANTO;5797;1
GOIAS;5797;4
MATO GROSSO;5797;1
MINAS GERAIS;5797;32
PARA;5797;16
PARANA;5797;6
PIAUI;5797;1
RIO GRANDE DO NORTE;5797;1
RONDONIA;5797;1
SANTA CATARINA;5797;3
SAO PAULO;5797;53
SERGIPE;5797;2
ALAGOAS;5800;2
BAHIA;5800;6
CEARA;5800;2
DISTRITO FEDERAL;5800;6
ESPIRITO SANTO;5800;1
GOIAS;5800;12
MATO GROSSO;5800;1
MATO GROSSO DO SUL;5800;8
MINAS GERAIS;5800;95
PARA;5800;3
