 Morbidade Hospitalar do SUS - por local de internação - Brasil
InternaçõesAIH aprovadasValor totalValor serviços hospitalaresValor serviços profissionaisValor médio AIHValor médio internDias permanênciaMédia permanênciaÓbitosTaxa mortalidade por Lista Morb  CID-10
Caráter atendimento: Urgência
Período:Jan/2019
"Lista Morb  CID-10";"Internações";"AIH_aprovadas";"Valor_total";"Valor_serviços_hospitalares";"Valor_serviços_profissionais";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
"01 Algumas doenças infecciosas e parasitárias";64413;64584;92447538,99;81751881,81;10692570,31;1431,43;1435,23;469061;7,3;7903;12,27
".. Cólera";45;45;29480,94;24098,39;3590,48;655,13;655,13;183;4,1;2;4,44
".. Febres tifóide e paratifóide";16;16;5638,41;4904,46;733,95;352,40;352,40;42;2,6;-;-
".. Shiguelose";13;13;3182,33;2723,17;459,16;244,79;244,79;23;1,8;-;-
".. Amebíase";58;58;21426,08;18990,69;2435,39;369,42;369,42;190;3,3;-;-
".. Diarréia e gastroenterite origem infecc presum";11229;11229;4226281,77;3737554,82;488726,95;376,37;376,37;35691;3,2;109;0,97
".. Outras doenças infecciosas intestinais";8758;8758;3305143,95;2922271,84;382542,72;377,39;377,39;26015;3,0;64;0,73
".. Tuberculose respiratória";979;1093;1434663,65;1111348,61;323315,04;1312,59;1465,44;14113;14,4;77;7,87
".... Tuberculose pulmonar";711;823;1033781,96;788756,91;245025,05;1256,11;1453,98;11403;16,0;52;7,31
".... Outras tuberculoses respiratórias";268;270;400881,69;322591,70;78289,99;1484,75;1495,83;2710;10,1;25;9,33
".. Outras tuberculoses";153;156;255072,95;210682,39;44390,56;1635,08;1667,14;1861;12,2;15;9,80
".... Tuberculose do sistema nervoso";33;36;54049,76;44272,21;9777,55;1501,38;1637,87;479;14,5;4;12,12
".... Tuberc intest peritônio glângl mesentéricos";9;9;9717,58;7425,91;2291,67;1079,73;1079,73;98;10,9;-;-
".... Tuberculose óssea e das articulações";2;2;1203,78;980,68;223,10;601,89;601,89;10;5,0;-;-
".... Tuberculose do aparelho geniturinário";1;1;3277,40;2712,96;564,44;3277,40;3277,40;30;30,0;-;-
".... Tuberculose miliar";70;70;112858,00;94265,92;18592,08;1612,26;1612,26;690;9,9;11;15,71
".... Restante de outras tuberculoses";38;38;73966,43;61024,71;12941,72;1946,49;1946,49;554;14,6;-;-
".. Peste";2;2;1255,47;1079,41;176,06;627,74;627,74;18;9,0;-;-
".. Brucelose";3;3;3055,39;2731,79;323,60;1018,46;1018,46;51;17,0;-;-
".. Hanseníase [lepra]";176;177;106123,68;83352,92;22770,76;599,57;602,98;1228;7,0;3;1,70
".. Outros tétanos";17;17;178386,96;156518,12;21868,84;10493,35;10493,35;420;24,7;4;23,53
".. Difteria";1;1;1296,18;1198,69;97,49;1296,18;1296,18;3;3,0;-;-
".. Coqueluche";141;141;176612,58;160045,84;16566,74;1252,57;1252,57;896;6,4;1;0,71
".. Infecção meningocócica";92;92;165585,41;149222,73;16362,68;1799,84;1799,84;758;8,2;15;16,30
".. Septicemia";11134;11134;41193637,07;36562978,24;4630088,58;3699,81;3699,81;130870;11,8;5053;45,38
".. Outras doenças bacterianas";20403;20405;31764695,26;28448677,47;3315669,99;1556,71;1556,86;161709;7,9;2080;10,19
".... Leptospirose icterohemorrágica";16;16;29580,87;26867,07;2713,80;1848,80;1848,80;175;10,9;1;6,25
".... Outras formas de leptospirose";13;13;9233,79;8079,61;1154,18;710,29;710,29;90;6,9;-;-
".... Leptospirose não especificada";192;192;157617,12;137787,42;19829,70;820,92;820,92;1198;6,2;4;2,08
".... Restante de outras doenças bacterianas";20182;20184;31568263,48;28275943,37;3291972,31;1564,02;1564,18;160246;7,9;2075;10,28
".. Sífilis congênita";1408;1408;1017212,19;730926,80;286285,39;722,45;722,45;12950;9,2;4;0,28
".. Sífilis precoce";40;40;27579,44;23027,55;4551,89;689,49;689,49;400;10,0;-;-
