 Morbidade Hospitalar do SUS - por local de internação - Brasil
InternaçõesAIH aprovadasValor totalValor serviços hospitalaresValor serviços profissionaisValor médio AIHValor médio internDias permanênciaMédia permanênciaÓbitosTaxa mortalidade por Lista Morb  CID-10
Caráter atendimento: Urgência
Período:Abr/2019
"Lista Morb  CID-10";"Internações";"AIH_aprovadas";"Valor_total";"Valor_serviços_hospitalares";"Valor_serviços_profissionais";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
"01 Algumas doenças infecciosas e parasitárias";68040;68235;92248108,28;81439377,82;10807854,88;1351,92;1355,79;469376;6,9;7340;10,79
".. Cólera";56;56;61156,55;47488,49;13668,06;1092,08;1092,08;259;4,6;5;8,93
".. Febres tifóide e paratifóide";25;25;13804,99;11949,24;1855,75;552,20;552,20;124;5,0;1;4,00
".. Shiguelose";15;15;14897,44;12932,88;1964,56;993,16;993,16;62;4,1;-;-
".. Amebíase";83;83;32290,39;28275,34;4015,05;389,04;389,04;332;4,0;2;2,41
".. Diarréia e gastroenterite origem infecc presum";9779;9779;3635812,75;3215176,11;420576,59;371,80;371,80;31320;3,2;87;0,89
".. Outras doenças infecciosas intestinais";7823;7823;3052042,93;2693355,58;358430,01;390,14;390,14;23457;3,0;54;0,69
".. Tuberculose respiratória";952;1083;1543385,09;1213175,69;330209,40;1425,10;1621,20;13833;14,5;93;9,77
".... Tuberculose pulmonar";687;817;1196107,97;937717,95;258390,02;1464,02;1741,06;11163;16,2;64;9,32
".... Outras tuberculoses respiratórias";261;262;346896,52;275154,95;71741,57;1324,03;1329,11;2652;10,2;29;11,11
".... Restante de tuberculose respiratória";4;4;380,60;302,79;77,81;95,15;95,15;18;4,5;-;-
".. Outras tuberculoses";99;104;181741,05;150807,69;30933,36;1747,51;1835,77;1408;14,2;12;12,12
".... Tuberculose do sistema nervoso";20;21;44976,68;37294,68;7682,00;2141,75;2248,83;315;15,8;5;25,00
".... Tuberc intest peritônio glângl mesentéricos";3;3;4735,76;4243,26;492,50;1578,59;1578,59;50;16,7;1;33,33
".... Tuberculose óssea e das articulações";5;5;7234,51;6095,08;1139,43;1446,90;1446,90;76;15,2;1;20,00
".... Tuberculose do aparelho geniturinário";5;5;11316,30;9540,51;1775,79;2263,26;2263,26;78;15,6;-;-
".... Tuberculose miliar";36;37;72262,14;59935,93;12326,21;1953,03;2007,28;424;11,8;4;11,11
".... Restante de outras tuberculoses";30;33;41215,66;33698,23;7517,43;1248,96;1373,86;465;15,5;1;3,33
".. Peste";2;2;749,22;649,22;100,00;374,61;374,61;7;3,5;-;-
".. Brucelose";1;1;484,25;423,04;61,21;484,25;484,25;10;10,0;-;-
".. Hanseníase [lepra]";181;185;166595,99;135887,70;30708,29;900,52;920,42;1699;9,4;9;4,97
".. Tétano neonatal";1;1;945,91;873,69;72,22;945,91;945,91;10;10,0;-;-
".. Outros tétanos";12;12;56202,86;49974,87;6227,99;4683,57;4683,57;214;17,8;2;16,67
".. Difteria";4;4;7870,04;7153,66;716,38;1967,51;1967,51;26;6,5;-;-
".. Coqueluche";100;100;95327,94;87257,11;8070,83;953,28;953,28;502;5,0;1;1,00
".. Infecção meningocócica";92;92;178994,34;160847,25;18147,09;1945,59;1945,59;805;8,8;15;16,30
".. Septicemia";10963;10963;40782670,33;36178538,48;4603725,76;3720,03;3720,03;125720;11,5;4732;43,16
".. Outras doenças bacterianas";19887;19888;30385579,01;27253466,07;3131980,84;1527,83;1527,91;153318;7,7;1828;9,19
".... Leptospirose icterohemorrágica";19;19;29055,92;25927,24;3128,68;1529,26;1529,26;173;9,1;3;15,79
".... Outras formas de leptospirose";27;27;24780,96;22045,82;2735,14;917,81;917,81;143;5,3;3;11,11
".... Leptospirose não especificada";257;257;261279,77;230035,84;31243,93;1016,65;1016,65;1602;6,2;17;6,61
".... Restante de outras doenças bacterianas";19584;19585;30070462,36;26975457,17;3094873,09;1535,38;1535,46;151400;7,7;1805;9,22
".. Sífilis congênita";1500;1500;1055104,28;739739,34;315364,94;703,40;703,40;13722;9,1;2;0,13
".. Sífilis precoce";44;44;31129,87;27367,47;3762,40;707,50;707,50;391;8,9;1;2,27
".. Outras sífilis";136;136;104354,46;83443,53;20910,93;767,31;767,31;1379;10,1;2;1,47
".. Infecção gonocócica";16;16;8186,21;7238,26;947,95;511,64;511,64;88;5,5;-;-
".. Doenças por clamídias transmitidas via sexual";3;3;856,51;713,32;143,19;285,50;285,50;20;6,7;-;-
".. Outras infecções com transm predominant sexual";96;96;38291,88;30312,59;7979,29;398,87;398,87;630;6,6;2;2,08
".. Febres recorrentes";106;106;34647,66;29727,14;4920,52;326,86;326,86;431;4,1;2;1,89
".. Raiva";3;3;15898,14;13739,44;2158,70;5299,38;5299,38;36;12,0;-;-
".. Encefalite viral";200;200;407304,47;368078,18;39226,29;2036,52;2036,52;2114;10,6;7;3,50
".. Febre amarela";12;12;11087,45;9522,11;1565,34;923,95;923,95;67;5,6;1;8,33
".. Outras febre p/arbovírus e febr hemorr p/vírus";8374;8374;3125128,23;2577193,37;547934,86;373,19;373,19;25671;3,1;66;0,79
".... Dengue [dengue clásssico]";7513;7513;2701185,74;2216802,13;484383,61;359,53;359,53;22485;3,0;47;0,63
".... Febre hemorrágica devida ao vírus da dengue";562;562;342206,88;291780,18;50426,70;608,91;608,91;2199;3,9;15;2,67
".... Restante outr febr arbovírus febr hemor vírus";299;299;81735,61;68611,06;13124,55;273,36;273,36;987;3,3;4;1,34
".. Infecções pelo vírus do herpes";117;117;54895,77;45235,33;9660,44;469,19;469,19;710;6,1;-;-
".. Varicela e herpes zoster";432;433;334185,08;292133,81;42051,27;771,79;773,58;2596;6,0;26;6,02
".. Sarampo";5;5;968,18;784,36;183,82;193,64;193,64;21;4,2;-;-
".. Rubéola";3;3;625,34;512,22;113,12;208,45;208,45;8;2,7;-;-
".. Hepatite aguda B";67;67;106413,62;95529,06;10884,56;1588,26;1588,26;684;10,2;10;14,93
".. Outras hepatites virais";237;237;112303,41;98173,77;14129,64;473,85;473,85;1732;7,3;18;7,59
".. Doença pelo vírus da imunodefic humana [HIV]";2187;2230;3555276,05;3155996,42;399279,63;1594,29;1625,64;37909;17,3;265;12,12
".. Caxumba [parotidite epidêmica]";49;49;10391,61;8747,96;1643,65;212,07;212,07;186;3,8;-;-
".. Outras doenças virais";1712;1712;1047296,21;896677,91;150618,30;611,74;611,74;8765;5,1;17;0,99
".... Meningite viral";283;283;302532,68;273420,69;29111,99;1069,02;1069,02;1807;6,4;8;2,83
".... Restante de outras doenças virais";1429;1429;744763,53;623257,22;121506,31;521,18;521,18;6958;4,9;9;0,63
".. Micoses";300;300;322949,28;284621,52;38327,76;1076,50;1076,50;2482;8,3;23;7,67
".. Malária";119;119;38406,26;32414,82;5991,44;322,74;322,74;499;4,2;2;1,68
".... Malária por Plasmodium falciparum";17;17;10162,41;8532,20;1630,21;597,79;597,79;74;4,4;-;-
".... Malária por Plasmodium vivax";76;76;21040,48;17820,35;3220,13;276,85;276,85;294;3,9;2;2,63
".... Malária por Plasmodium malariae";3;3;727,63;600,43;127,20;242,54;242,54;9;3,0;-;-
".... Outras formas malária conf exames parasitológ";1;1;269,21;226,81;42,40;269,21;269,21;5;5,0;-;-
".... Malária não especificada";22;22;6206,53;5235,03;971,50;282,12;282,12;117;5,3;-;-
".. Leishmaniose";285;285;143996,05;124101,23;19894,82;505,25;505,25;3833;13,4;11;3,86
".... Leishmaniose visceral";180;180;96616,12;82917,69;13698,43;536,76;536,76;2381;13,2;6;3,33
".... Leishmaniose cutânea";44;44;15614,86;13529,36;2085,50;354,88;354,88;546;12,4;-;-
".... Leishmaniose cutâneo-mucosa";20;20;11890,82;9992,25;1898,57;594,54;594,54;366;18,3;-;-
".... Leishmaniose não especificada";41;41;19874,25;17661,93;2212,32;484,74;484,74;540;13,2;5;12,20
".. Tripanossomíase";35;35;80815,38;71779,92;9035,46;2309,01;2309,01;259;7,4;5;14,29
".. Esquistossomose";12;12;6621,74;5831,01;790,73;551,81;551,81;77;6,4;-;-
".. Equinococose";2;2;3623,36;3265,43;357,93;1811,68;1811,68;37;18,5;1;50,00
".. Filariose";1;1;197,67;154,49;43,18;197,67;197,67;2;2,0;-;-
".. Outras helmintíases";66;66;32784,60;26193,78;6590,82;496,74;496,74;339;5,1;-;-
".. Seqüelas de tuberculose";15;15;98728,80;84226,20;14502,60;6581,92;6581,92;152;10,1;-;-
".. Seqüelas de poliomielite";24;27;45257,16;36134,65;9102,51;1676,19;1885,72;220;9,2;1;4,17
".. Seqüelas de hanseníase [lepra]";10;17;13963,42;10854,90;3108,52;821,38;1396,34;273;27,3;-;-
".. Outras doenças infecciosas e parasitárias";1797;1797;1195869,05;1030702,17;165166,88;665,48;665,48;10937;6,1;37;2,06
"02 Neoplasias (tumores)";32533;32547;54983568,26;45356537,42;9625375,81;1689,36;1690,09;220689;6,8;4823;14,82
".. Neoplasia maligna do lábio cavid oral e faringe";1204;1207;1522737,28;1273839,36;248897,92;1261,59;1264,73;8172;6,8;209;17,36
".. Neoplasia maligna do esôfago";1160;1162;1439178,08;1240515,60;198662,48;1238,54;1240,67;7737;6,7;223;19,22
".. Neoplasia maligna do estômago";1659;1660;2711560,15;2315021,27;396538,88;1633,47;1634,45;10180;6,1;309;18,63
".. Neoplasia maligna do cólon";2631;2631;5039447,99;4275526,41;763921,58;1915,41;1915,41;14564;5,5;267;10,15
".. Neopl malig junção retoss reto ânus canal anal";1460;1460;2710751,57;2304805,62;405945,95;1856,68;1856,68;9665;6,6;143;9,79
".. Neopl malig fígado e vias biliares intra-hepát";593;594;660856,42;570640,98;90215,44;1112,55;1114,43;4219;7,1;197;33,22
".. Neoplasia maligna do pâncreas";740;740;1109276,75;941741,74;167535,01;1499,02;1499,02;6169;8,3;232;31,35
".. Outras neoplasias malignas de órgãos digestivos";605;606;1138973,48;967558,07;171415,41;1879,49;1882,60;4976;8,2;159;26,28
".. Neoplasias malignas de laringe";580;580;740044,80;593404,38;146640,42;1275,94;1275,94;3614;6,2;77;13,28
".. Neoplasia maligna de traquéia brônquios e pulm";1652;1653;1765177,10;1502914,02;262263,08;1067,86;1068,51;13265;8,0;488;29,54
".. Outras neopl malig órg respirat e intratorác";214;214;501711,18;399156,18;102555,00;2344,44;2344,44;1897;8,9;42;19,63
".. Neoplasia maligna do osso e cartilagem articul";460;460;801814,28;679599,31;122214,97;1743,07;1743,07;3690;8,0;33;7,17
".. Neoplasia maligna da pele";235;235;273666,17;217957,31;55708,86;1164,54;1164,54;1175;5,0;31;13,19
".. Outras neoplasias malignas da pele";569;569;527265,48;406783,11;120482,37;926,65;926,65;1283;2,3;29;5,10
