 Morbidade Hospitalar do SUS - por local de internação - Brasil
InternaçõesAIH aprovadasValor totalValor serviços hospitalaresValor serviços profissionaisValor médio AIHValor médio internDias permanênciaMédia permanênciaÓbitosTaxa mortalidade por Lista Morb  CID-10
Caráter atendimento: Urgência
Período:Mai/2020
"Lista Morb  CID-10";"Internações";"AIH_aprovadas";"Valor_total";"Valor_serviços_hospitalares";"Valor_serviços_profissionais";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
"01 Algumas doenças infecciosas e parasitárias";77475;77628;182498917,87;156613351,32;25884170,16;2350,94;2355,58;548202;7,1;14673;18,94
".. Cólera";31;31;32407,53;28537,27;3870,26;1045,40;1045,40;171;5,5;-;-
".. Febres tifóide e paratifóide";9;9;58986,87;51477,17;7509,70;6554,10;6554,10;80;8,9;1;11,11
".. Shiguelose";11;11;3515,32;3108,70;406,62;319,57;319,57;27;2,5;-;-
".. Amebíase";37;37;17650,79;15632,02;2018,77;477,05;477,05;219;5,9;1;2,70
".. Diarréia e gastroenterite origem infecc presum";3976;3976;1560195,52;1380394,94;179800,58;392,40;392,40;12978;3,3;77;1,94
".. Outras doenças infecciosas intestinais";3368;3368;1434521,89;1262496,73;172025,16;425,93;425,93;10466;3,1;43;1,28
".. Tuberculose respiratória";872;1000;1548252,20;1225568,75;322683,45;1548,25;1775,52;12131;13,9;108;12,39
".... Tuberculose pulmonar";613;738;1151202,56;907145,88;244056,68;1559,90;1877,98;9743;15,9;69;11,26
".... Outras tuberculoses respiratórias";241;244;386968,99;310452,06;76516,93;1585,94;1605,68;2217;9,2;37;15,35
".... Restante de tuberculose respiratória";18;18;10080,65;7970,81;2109,84;560,04;560,04;171;9,5;2;11,11
".. Outras tuberculoses";97;98;158607,19;130914,83;27692,36;1618,44;1635,13;1124;11,6;8;8,25
".... Tuberculose do sistema nervoso";20;21;47086,92;38806,24;8280,68;2242,23;2354,35;303;15,2;1;5,00
".... Tuberc intest peritônio glângl mesentéricos";6;6;12832,38;10805,90;2026,48;2138,73;2138,73;69;11,5;-;-
".... Tuberculose óssea e das articulações";5;5;11348,80;8483,62;2865,18;2269,76;2269,76;80;16,0;1;20,00
".... Tuberculose do aparelho geniturinário";4;4;13084,60;11149,53;1935,07;3271,15;3271,15;45;11,3;-;-
".... Tuberculose miliar";41;41;51841,67;43157,73;8683,94;1264,43;1264,43;359;8,8;4;9,76
".... Restante de outras tuberculoses";21;21;22412,82;18511,81;3901,01;1067,28;1067,28;268;12,8;2;9,52
".. Peste";6;6;11247,15;9894,36;1352,79;1874,53;1874,53;26;4,3;2;33,33
".. Brucelose";1;1;14776,69;12873,91;1902,78;14776,69;14776,69;26;26,0;1;100,00
".. Hanseníase [lepra]";132;137;249980,74;205090,33;44890,41;1824,68;1893,79;1239;9,4;5;3,79
".. Outros tétanos";13;13;105052,81;91365,49;13687,32;8080,99;8080,99;170;13,1;3;23,08
".. Difteria";3;3;25731,73;22627,10;3104,63;8577,24;8577,24;41;13,7;-;-
".. Coqueluche";20;20;48411,89;43131,03;5280,86;2420,59;2420,59;139;7,0;-;-
".. Infecção meningocócica";38;38;95769,14;83765,47;12003,67;2520,24;2520,24;388;10,2;12;31,58
".. Septicemia";9185;9185;35898019,63;31887979,54;4009356,55;3908,33;3908,33;104006;11,3;4195;45,67
".. Outras doenças bacterianas";15149;15151;28831635,35;25784094,39;3047082,06;1902,95;1903,20;123778;8,2;1978;13,06
".... Leptospirose icterohemorrágica";9;9;35597,35;32270,11;3327,24;3955,26;3955,26;128;14,2;1;11,11
".... Outras formas de leptospirose";5;5;7578,53;7157,02;421,51;1515,71;1515,71;66;13,2;1;20,00
".... Leptospirose não especificada";82;82;101899,73;89756,46;12143,27;1242,68;1242,68;547;6,7;8;9,76
".... Restante de outras doenças bacterianas";15053;15055;28686559,74;25654910,80;3031190,04;1905,45;1905,70;123037;8,2;1968;13,07
".. Sífilis congênita";1627;1627;1149884,00;814730,98;335153,02;706,75;706,75;14307;8,8;4;0,25
".. Sífilis precoce";63;63;24262,59;20137,05;4125,54;385,12;385,12;534;8,5;-;-
".. Outras sífilis";102;102;74869,73;60595,43;14274,30;734,02;734,02;1066;10,5;1;0,98
".. Infecção gonocócica";5;5;2201,64;1942,68;258,96;440,33;440,33;41;8,2;1;20,00
".. Doenças por clamídias transmitidas via sexual";2;2;1164,28;1044,33;119,95;582,14;582,14;9;4,5;-;-
".. Outras infecções com transm predominant sexual";52;52;18164,99;15076,66;3088,33;349,33;349,33;323;6,2;2;3,85
".. Febres recorrentes";45;45;50649,04;44588,40;6060,64;1125,53;1125,53;253;5,6;3;6,67
".. Raiva";2;2;15620,17;13539,29;2080,88;7810,09;7810,09;31;15,5;-;-
".. Encefalite viral";139;139;268708,65;243054,56;25654,09;1933,16;1933,16;1393;10,0;6;4,32
".. Febre amarela";2;2;1970,50;1743,90;226,60;985,25;985,25;4;2,0;1;50,00
".. Outras febre p/arbovírus e febr hemorr p/vírus";4846;4846;1862836,31;1544343,55;318288,61;384,41;384,41;15069;3,1;53;1,09
".... Dengue [dengue clásssico]";4445;4445;1648456,30;1360439,53;287944,72;370,86;370,86;13489;3,0;32;0,72
".... Febre hemorrágica devida ao vírus da dengue";261;261;169272,21;145559,41;23580,70;648,55;648,55;1111;4,3;17;6,51
".... Restante outr febr arbovírus febr hemor vírus";140;140;45107,80;38344,61;6763,19;322,20;322,20;469;3,4;4;2,86
".. Infecções pelo vírus do herpes";64;64;47242,70;38651,97;8590,73;738,17;738,17;300;4,7;-;-
".. Varicela e herpes zoster";290;290;348930,76;307970,56;40960,20;1203,21;1203,21;1851;6,4;24;8,28
".. Sarampo";32;32;8986,19;7545,18;1441,01;280,82;280,82;111;3,5;-;-
".. Rubéola";1;1;3446,74;2961,60;485,14;3446,74;3446,74;4;4,0;-;-
".. Hepatite aguda B";69;69;96638,20;87731,97;8906,23;1400,55;1400,55;456;6,6;13;18,84
".. Outras hepatites virais";148;148;157028,94;137970,29;19058,65;1061,01;1061,01;1065;7,2;21;14,19
".. Doença pelo vírus da imunodefic humana [HIV]";1421;1427;2316135,79;2040649,31;275486,48;1623,08;1629,93;20796;14,6;208;14,64
".. Caxumba [parotidite epidêmica]";28;28;5693,77;4773,90;919,87;203,35;203,35;131;4,7;-;-
".. Outras doenças virais";33828;33828;104052638,73;87358348,73;16694240,20;3075,93;3075,93;210372;6,2;7800;23,06
