 Morbidade Hospitalar do SUS - por local de internação - Brasil
InternaçõesAIH aprovadasValor totalValor serviços hospitalaresValor serviços profissionaisValor médio AIHValor médio internDias permanênciaMédia permanênciaÓbitosTaxa mortalidade por Lista Morb  CID-10
Caráter atendimento: Urgência
Período:Ago/2020
"Lista Morb  CID-10";"Internações";"AIH_aprovadas";"Valor_total";"Valor_serviços_hospitalares";"Valor_serviços_profissionais";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
"01 Algumas doenças infecciosas e parasitárias";112758;112876;437698653,23;373529669,51;64167769,26;3877,69;3881,75;901460;8,0;21106;18,72
".. Cólera";24;24;8790,95;7834,70;956,25;366,29;366,29;79;3,3;-;-
".. Febres tifóide e paratifóide";3;3;1034,47;845,07;189,40;344,82;344,82;7;2,3;-;-
".. Shiguelose";4;4;1710,73;1536,34;174,39;427,68;427,68;13;3,3;-;-
".. Amebíase";42;42;22743,64;20169,67;2573,97;541,52;541,52;136;3,2;1;2,38
".. Diarréia e gastroenterite origem infecc presum";3491;3491;1415756,13;1254651,26;161104,87;405,54;405,54;11333;3,2;48;1,37
".. Outras doenças infecciosas intestinais";3230;3230;1551074,58;1371536,91;179477,62;480,21;480,21;10636;3,3;34;1,05
".. Tuberculose respiratória";822;910;1472971,11;1164445,89;308525,22;1618,65;1791,94;10710;13,0;82;9,98
".... Tuberculose pulmonar";578;666;1052980,70;825153,38;227827,32;1581,05;1821,77;8687;15,0;52;9,00
".... Outras tuberculoses respiratórias";226;226;408974,06;330271,86;78702,20;1809,62;1809,62;1916;8,5;29;12,83
".... Restante de tuberculose respiratória";18;18;11016,35;9020,65;1995,70;612,02;612,02;107;5,9;1;5,56
".. Outras tuberculoses";95;97;167982,06;138405,88;29576,18;1731,77;1768,23;1196;12,6;17;17,89
".... Tuberculose do sistema nervoso";18;19;42653,68;33952,91;8700,77;2244,93;2369,65;299;16,6;1;5,56
".... Tuberc intest peritônio glângl mesentéricos";8;8;10057,84;7782,23;2275,61;1257,23;1257,23;128;16,0;-;-
".... Tuberculose óssea e das articulações";3;3;3357,28;2647,29;709,99;1119,09;1119,09;44;14,7;-;-
".... Tuberculose do aparelho geniturinário";1;1;274,10;235,72;38,38;274,10;274,10;7;7,0;-;-
".... Tuberculose miliar";43;44;59443,94;49854,69;9589,25;1351,00;1382,42;398;9,3;10;23,26
".... Restante de outras tuberculoses";22;22;52195,22;43933,04;8262,18;2372,51;2372,51;320;14,5;6;27,27
".. Peste";1;1;363,93;310,46;53,47;363,93;363,93;3;3,0;-;-
".. Brucelose";2;2;531,90;451,66;80,24;265,95;265,95;4;2,0;-;-
".. Hanseníase [lepra]";127;132;125331,39;98841,00;26490,39;949,48;986,86;1284;10,1;1;0,79
".. Outros tétanos";7;7;7670,59;6969,70;700,89;1095,80;1095,80;46;6,6;2;28,57
".. Difteria";2;2;2348,85;2168,30;180,55;1174,42;1174,42;4;2,0;1;50,00
".. Coqueluche";14;14;13412,66;12321,15;1091,51;958,05;958,05;55;3,9;-;-
".. Infecção meningocócica";32;32;82660,42;73807,24;8853,18;2583,14;2583,14;270;8,4;2;6,25
".. Septicemia";8424;8424;32824953,44;29117988,91;3706891,61;3896,60;3896,60;89386;10,6;3970;47,13
".. Outras doenças bacterianas";13784;13786;25324821,34;22618091,28;2706412,42;1837,00;1837,26;109803;8,0;1674;12,14
