 Morbidade Hospitalar do SUS - por local de internação - Brasil
InternaçõesAIH aprovadasValor totalValor serviços hospitalaresValor serviços profissionaisValor médio AIHValor médio internDias permanênciaMédia permanênciaÓbitosTaxa mortalidade por Lista Morb  CID-10
Caráter atendimento: Urgência
Período:2020
"Lista Morb  CID-10";"Internações";"AIH_aprovadas";"Valor_total";"Valor_serviços_hospitalares";"Valor_serviços_profissionais";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
"01 Algumas doenças infecciosas e parasitárias";1020852;1022590;3079698174,67;2644660934,70;435015955,26;3011,66;3016,79;7843832;7,7;173435;16,99
".. Cólera";405;405;361007,99;312459,49;46837,48;891,38;891,38;1914;4,7;16;3,95
".. Febres tifóide e paratifóide";142;142;159863,75;138128,60;21735,15;1125,80;1125,80;638;4,5;3;2,11
".. Shiguelose";93;93;46908,52;40830,52;6078,00;504,39;504,39;285;3,1;-;-
".. Amebíase";570;570;293665,91;258673,81;34992,10;515,20;515,20;2501;4,4;12;2,11
".. Diarréia e gastroenterite origem infecc presum";69390;69390;27163835,14;24035066,59;3128276,65;391,47;391,47;221475;3,2;856;1,23
".. Outras doenças infecciosas intestinais";55531;55531;23388267,23;20664687,37;2723519,81;421,17;421,17;172978;3,1;464;0,84
".. Tuberculose respiratória";10350;11690;18278640,23;14515869,16;3762771,07;1563,61;1766,05;143607;13,9;1031;9,96
".... Tuberculose pulmonar";7162;8474;12553402,30;9875856,58;2677545,72;1481,40;1752,78;112611;15,7;639;8,92
".... Outras tuberculoses respiratórias";2978;3004;5564256,85;4508010,26;1056246,59;1852,28;1868,45;29249;9,8;373;12,53
".... Restante de tuberculose respiratória";210;212;160981,08;132002,32;28978,76;759,34;766,58;1747;8,3;19;9,05
".. Outras tuberculoses";1240;1275;1939782,23;1599730,65;340040,02;1521,40;1564,34;14608;11,8;128;10,32
".... Tuberculose do sistema nervoso";287;301;605884,06;496973,34;108910,72;2012,90;2111,09;4157;14,5;32;11,15
".... Tuberc intest peritônio glângl mesentéricos";72;72;136184,26;112859,39;23324,87;1891,45;1891,45;964;13,4;2;2,78
".... Tuberculose óssea e das articulações";44;44;70860,85;57590,67;13270,18;1610,47;1610,47;646;14,7;1;2,27
".... Tuberculose do aparelho geniturinário";22;23;38207,39;31994,26;6213,13;1661,19;1736,70;235;10,7;2;9,09
".... Tuberculose miliar";521;530;690597,84;573631,29;116954,99;1303,01;1325,52;5244;10,1;67;12,86
".... Restante de outras tuberculoses";294;305;398047,83;326681,70;71366,13;1305,07;1353,90;3362;11,4;24;8,16
".. Peste";22;22;22269,69;19431,18;2838,51;1012,26;1012,26;90;4,1;2;9,09
".. Brucelose";13;13;26726,56;23356,87;3369,69;2055,89;2055,89;99;7,6;1;7,69
".. Hanseníase [lepra]";1723;1792;1742865,60;1394275,35;348590,25;972,58;1011,53;15137;8,8;40;2,32
".. Tétano neonatal";8;8;13809,88;12411,72;1398,16;1726,23;1726,23;31;3,9;3;37,50
".. Outros tétanos";134;134;746361,33;653269,97;93091,36;5569,86;5569,86;1992;14,9;32;23,88
".. Difteria";71;71;190810,57;170476,14;20334,43;2687,47;2687,47;891;12,5;12;16,90
".. Coqueluche";302;302;418420,69;377026,86;41393,83;1385,50;1385,50;1832;6,1;2;0,66
".. Infecção meningocócica";564;564;1436865,65;1282756,12;154001,68;2547,63;2547,63;5942;10,5;71;12,59
".. Septicemia";115877;115879;444470555,36;394524090,35;49940711,16;3835,64;3835,71;1277317;11,0;52550;45,35
".. Outras doenças bacterianas";189621;189639;337293671,80;301933243,27;35355317,10;1778,61;1778,78;1533883;8,1;21146;11,15
".... Leptospirose icterohemorrágica";90;90;397656,36;359404,10;38252,26;4418,40;4418,40;1109;12,3;17;18,89
".... Outras formas de leptospirose";99;99;168322,85;151945,96;16376,89;1700,23;1700,23;788;8,0;8;8,08
".... Leptospirose não especificada";1214;1214;1633384,93;1442449,24;190935,69;1345,46;1345,46;8486;7,0;69;5,68
".... Restante de outras doenças bacterianas";188218;188236;335094307,66;299979443,97;35109752,26;1780,18;1780,35;1523500;8,1;21052;11,18
".. Sífilis congênita";18478;18478;13681736,94;9833672,16;3847992,73;740,43;740,43;166660;9,0;35;0,19
".. Sífilis precoce";624;624;352010,67;294993,07;57017,60;564,12;564,12;5614;9,0;5;0,80
".. Outras sífilis";1444;1444;1114694,14;868149,22;246544,92;771,95;771,95;14583;10,1;19;1,32
".. Infecção gonocócica";79;79;33402,42;29012,02;4390,40;422,82;422,82;420;5,3;1;1,27
".. Doenças por clamídias transmitidas via sexual";41;41;29749,19;26112,02;3637,17;725,59;725,59;276;6,7;5;12,20
".. Outras infecções com transm predominant sexual";680;680;328309,10;261743,16;66510,14;482,81;482,81;4356;6,4;15;2,21
".. Febres recorrentes";767;767;346435,68;298364,42;48071,26;451,68;451,68;3158;4,1;13;1,69
".. Tracoma";5;5;2326,14;2113,89;212,25;465,23;465,23;40;8,0;2;40,00
".. Raiva";74;74;272004,46;240011,09;31993,37;3675,74;3675,74;837;11,3;4;5,41
".. Encefalite viral";1616;1616;3390227,45;3056167,15;334060,30;2097,91;2097,91;17010;10,5;102;6,31
".. Febre amarela";51;51;66022,91;58386,62;7636,29;1294,57;1294,57;301;5,9;2;3,92
".. Outras febre p/arbovírus e febr hemorr p/vírus";35341;35341;13402090,33;11093418,41;2307887,82;379,22;379,22;112794;3,2;315;0,89
".... Dengue [dengue clásssico]";32187;32187;11697115,67;9630278,83;2066258,64;363,41;363,41;99700;3,1;196;0,61
".... Febre hemorrágica devida ao vírus da dengue";1660;1660;1163460,76;999705,18;163549,68;700,88;700,88;7374;4,4;96;5,78
".... Restante outr febr arbovírus febr hemor vírus";1494;1494;541513,90;463434,40;78079,50;362,46;362,46;5720;3,8;23;1,54
".. Infecções pelo vírus do herpes";1008;1008;537660,20;431801,06;105859,14;533,39;533,39;5290;5,2;11;1,09
".. Varicela e herpes zoster";3425;3425;4115745,36;3597705,75;517927,77;1201,68;1201,68;22928;6,7;270;7,88
".. Sarampo";499;499;151211,03;126044,12;25166,91;303,03;303,03;2084;4,2;1;0,20
".. Rubéola";13;13;7436,57;6347,39;1089,18;572,04;572,04;50;3,8;-;-
".. Hepatite aguda B";912;912;1180937,91;1065471,97;115465,94;1294,89;1294,89;7458;8,2;124;13,60
".. Outras hepatites virais";2032;2032;1386846,94;1228815,16;158031,78;682,50;682,50;13674;6,7;174;8,56
".. Doença pelo vírus da imunodefic humana [HIV]";18342;18490;31659434,24;27994655,62;3664767,06;1712,25;1726,06;286521;15,6;2349;12,81
".. Caxumba [parotidite epidêmica]";363;363;205217,40;176296,79;28920,61;565,34;565,34;1647;4,5;6;1,65
